Id,SalePrice
2658,152105.85071740858
2718,180091.16675923963
2414,202384.4619016515
1989,128611.58747539567
625,181935.40788250606
333,85578.41643471316
1327,95555.12901707835
858,152656.2449971716
95,192394.69341454896
1568,165336.060489732
2482,168038.25330900535
1364,121011.9134140987
2584,166947.3011866779
818,272511.16621007933
2673,170134.14084582424
2089,119943.0214424715
1297,167851.58501977936
790,115327.30411130808
2616,172421.94207238324
720,215645.94835951805
222,142764.45589190582
557,126628.95763185351
1148,198706.89413952787
2766,183480.88369624014
534,188386.07639129646
1452,131001.62254544045
630,135684.6169541125
2648,113350.66235751464
125,165091.8651503378
1904,56209.63051118843
1670,112806.40424093828
756,101093.52256057873
717,215384.62984780842
1032,153100.89865081993
852,218435.96881387423
1731,174576.90796726264
2639,120821.51380154642
2071,76487.53948509705
1267,137451.53777845483
1851,194634.9370990166
567,173419.33444808927
2439,213500.28915106773
1898,141419.49684260786
647,176294.67209806945
2256,230059.3903626922
979,92547.13960754976
1444,221852.90385533008
2485,108939.3414587247
157,116944.77549487643
88,114455.11196330225
2003,103349.02689222831
186,208409.3688292559
1425,248420.50381290645
2695,114000.66462010745
738,105774.05822739824
395,139022.79195280492
1353,168047.33697799424
1878,141160.56277898792
390,161770.81738748087
1456,224164.14073041687
1103,311772.88695075136
1387,124535.02715850316
2070,160017.02917247743
1199,183612.58157346075
2479,176617.92967827234
501,329010.1106819845
2362,79122.16118425582
1718,235765.2479173322
2188,55096.35054573169
1483,168558.76910487763
2557,90217.65531594903
437,333663.27396099013
2224,206596.18681955966
1628,187545.69393719707
397,141259.4063663655
587,203294.60216488142
2182,490914.396447239
971,145905.9950695369
2611,131632.7037682823
1887,101324.09793052057
2399,374496.05193471804
2148,203866.766951035
304,128435.96987613
1997,123894.0901104158
2817,118035.81755812952
1431,192845.07447328456
427,359791.342442968
263,123579.46712575755
598,193747.50077040514
2895,256265.8267654939
687,159128.65466087547
1822,119759.09745017556
2191,89953.91931902537
179,135172.03278779914
1009,257201.00869767182
2010,110632.13955254365
1991,147487.7319485587
1411,155620.98032203148
1721,268654.86581473984
1144,186656.62462575507
593,212068.0408606952
575,308608.0258513444
1249,190292.83330586914
1604,105830.68787075176
1064,431873.68009142764
1923,161129.099113933
1988,93751.33900962191
2325,165324.82531451955
114,204675.95861915042
2700,181827.7145890898
217,107431.31426410069
343,176793.8496156294
386,228316.76198799015
2005,100817.57335981203
2908,127767.39153730258
1814,234095.93371354463
2446,464286.9437448801
208,173700.14632657752
1679,112392.7461417465
822,319819.08672486374
6,166021.68424437346
1781,348482.03747146967
2397,305381.3378990207
2340,340880.50453259377
1618,168949.73002637576
2843,168359.00120264804
1061,342068.3525227462
2786,126550.21692718324
1935,120363.46440995515
1341,115482.94586860116
521,261127.22024389257
2136,146032.58692003318
996,207912.72557576816
227,151505.61820430096
135,183655.5460973567
1167,163611.59563522722
294,245583.08292386262
1776,201284.7090164706
540,185307.42232192788
1717,235763.71038400175
2303,126027.17988261116
116,176615.6525539771
127,134857.89729331055
1371,132055.31694971942
1014,176289.25211187953
1507,86403.6394413522
702,153861.84164005346
750,154048.99573135265
261,160456.34955379667
1559,78216.51161740844
577,219566.83348158194
2812,199537.56669254522
2080,141714.76993178867
1368,111933.41098869612
2376,117383.75730804562
659,133246.3270630106
1235,135934.13299065497
332,66052.61910180126
1917,126222.32863828284
2094,255748.73183579877
1460,263756.53824531054
1471,209623.52660628842
1509,110039.13325270572
1922,123750.22463842481
433,436316.94930833613
460,308858.3406476198
1116,222994.3507788219
1137,155669.66202531094
53,180869.46421348208
2354,232799.69446626067
1475,208482.14116820297
1761,448840.0042277053
842,130900.38067448787
2739,173966.6448004344
2509,167409.92464481588
1007,210007.76263399154
2610,169460.4609083332
1952,84067.51338904041
2719,164247.3697480164
2921,81115.89549448733
1966,130053.5430419857
292,121299.61128104251
1204,187923.63174488806
1829,261909.20392348638
2419,186786.18300967314
391,174142.56588018162
798,121431.98585685759
481,194078.3712818908
193,205264.67174791108
555,125281.96574043846
899,56682.23005168086
2357,183573.23333476137
328,137082.00844013185
1356,130823.8118542869
1154,124566.28128498512
1730,183918.92202145752
2249,152091.31630161457
1119,266165.5527402292
2856,152448.92516021547
1394,124604.07601355948
2587,134829.54117774515
61,337303.6571346457
2661,172821.31908357458
2711,137949.15685643963
1147,186340.3647720613
757,129477.46859232665
2623,95451.8426232136
2378,156737.2110454823
1413,153742.41786037595
1722,256986.58050619607
1112,229117.7793593948
1623,175624.17863813104
1201,206950.93039301317
1513,103109.67447278615
957,413346.7262568984
1171,234646.3430881966
1145,199012.1763715152
2726,235672.98130552395
703,155317.8746312644
760,91555.36448936992
1964,127341.25779997543
2512,196042.1201906636
